Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,_1,OBPM,DBPM,BPM,VORP,Player-additional
163,Tim Hardaway Jr.,SG,30,DAL,11,266,11.6,0.505,0.652,0.252,0.5,8.5,4.6,12.8,1.3,0.7,7.9,23.7,0,0.2,0.2,0.041,,-0.7,-1.8,-2.5,0,hardati02
164,James Harden,SG,33,PHI,9,331,23.4,0.591,0.42,0.392,1.8,20.2,11,44.1,1.5,1.7,13.4,26.4,1,0.4,1.4,0.202,,5.1,0.7,5.8,0.7,hardeja01
165,Jaden Hardy,SG,20,DAL,3,10,-28.1,0,0.4,0,0,23.8,12.1,12.6,0,0,28.6,31.7,-0.2,0,-0.2,-0.761,,-25.8,-7.5,-33.3,-0.1,hardyja02
166,Ron Harper Jr.,SF,22,TOR,1,3,-12.9,0,1,0,0,0,0,0,0,0,0,14.1,0,0,0,-0.333,,-13.8,-9,-22.8,0,harpero02
167,Montrezl Harrell,C,29,PHI,12,131,15.6,0.617,0,0.719,7.1,15,11,5.7,1.5,4.2,10.6,16.2,0.2,0.2,0.4,0.147,,-2.3,0.1,-2.2,0,harremo01
168,Joe Harris,SG,31,BRK,12,318,9.5,0.527,0.667,0.057,3.6,11.4,7.6,10.6,1.1,0.9,6.3,13.4,0.2,0.2,0.4,0.065,,-1.6,-0.9,-2.5,0,harrijo01
169,Kevon Harris,SG,25,ORL,10,134,6.7,0.485,0.364,0.424,9,11.1,10.1,5,1.5,0,17,15.2,0,0.1,0.1,0.021,,-4.9,-1.6,-6.4,-0.1,harrike01
170,Tobias Harris,PF,30,PHI,14,472,16.2,0.569,0.432,0.16,3.7,17.6,10.7,13.2,2.3,1.6,7.7,18.7,0.6,0.7,1.2,0.126,,0.9,0.8,1.7,0.4,harrito02
171,Josh Hart,SG,27,POR,13,472,10.9,0.5,0.237,0.423,5.5,21.3,13.6,16.9,1.6,0.4,16.7,12.8,0.2,0.6,0.9,0.09,,-2.4,1.5,-0.9,0.1,hartjo01
172,Isaiah Hartenstein,C,24,NYK,13,326,15.8,0.599,0.177,0.177,15.1,19.4,17.2,5,1.3,4.5,15,12.7,0.5,0.4,0.9,0.131,,-0.9,-0.4,-1.3,0.1,harteis01
173,Udonis Haslem,PF,42,MIA,2,10,6.9,0.387,0,0.667,0,23.8,11.6,0,0,10.1,0,17.1,0,0,0,-0.015,,-6.1,-0.3,-6.4,0,hasleud01
174,Sam Hauser,PF,25,BOS,14,218,15.8,0.708,0.873,0.056,2.1,11.6,6.9,5.2,0.9,1.5,2.7,15.1,0.5,0.1,0.7,0.149,,3.2,-0.7,2.5,0.3,hausesa01
175,Jaxson Hayes,C,22,NOP,5,37,0.7,0.17,0.4,0.4,3,12.4,7.6,9.4,1.3,2.5,14.5,7.9,-0.1,0,0,-0.047,,-7.4,-0.1,-7.5,0,hayesja02
176,Killian Hayes,PG,21,DET,15,311,5.6,0.369,0.317,0.096,2.6,10.4,6.4,24.7,2.2,1.4,18.7,17.9,-0.7,0.1,-0.6,-0.087,,-5.9,-0.7,-6.7,-0.4,hayeski01
177,Gordon Hayward,SF,32,CHO,8,248,15.5,0.568,0.264,0.349,1.7,13.3,7.3,21,1.2,0.7,15.2,24.5,0.1,0.2,0.3,0.057,,0.1,-1.1,-1,0.1,haywago01
178,Juancho Hernangómez,PF,27,TOR,8,90,13.2,0.609,0.556,0.111,4.7,23.7,13.7,13.5,2.2,2.2,17.5,10.7,0.1,0.1,0.2,0.113,,-1,0.9,-0.1,0,hernaju01
179,Willy Hernangómez,C,28,NOP,3,26,10.2,0.505,0.182,0.182,17,35.2,26,5.5,1.9,0,29.6,27.4,-0.1,0,0,-0.073,,-6.9,-3.2,-10.1,-0.1,hernawi01
180,Tyler Herro,SG,23,MIA,10,314,17.8,0.585,0.416,0.201,2.2,22,11.8,14.3,1.1,1.9,11.1,26.5,0.3,0.4,0.6,0.092,,2.5,0.1,2.6,0.4,herroty01
181,Buddy Hield,SG,30,IND,12,378,17.1,0.622,0.686,0.086,4.4,14.7,9.5,15.5,1.1,1.2,11.2,22.1,0.7,0.2,0.9,0.109,,4,-1,3,0.5,hieldbu01
182,Haywood Highsmith,SF,26,MIA,6,29,-2.9,0.167,0.667,0,0,16.4,8,0,5.1,0,33.3,13.7,-0.2,0.1,-0.1,-0.201,,-11.7,2.3,-9.4,-0.1,highsha01
183,George Hill,PG,36,MIL,13,298,7.6,0.506,0.481,0.556,1.7,6.4,4.1,15.2,0.8,0.6,13,10.8,0.2,0.4,0.5,0.086,,-4.4,0.5,-3.9,-0.2,hillge01
184,Malcolm Hill,SF,27,CHI,3,1,12.2,,,,0,100,56.2,0,0,0,,0,0,0,0,0.149,,-4.8,5.2,0.4,0,hillma01
185,Aaron Holiday,PG,26,ATL,14,269,8.5,0.539,0.279,0.148,2.3,5.5,3.9,11.4,1.9,0.9,15.6,11.8,0.1,0.3,0.3,0.059,,-3.4,1,-2.4,0,holidaa01
186,Jrue Holiday,PG,32,MIL,10,331,20.5,0.543,0.399,0.167,4.1,13.4,8.8,40,2.2,1.7,13.9,26.2,0.5,0.6,1.2,0.167,,3.4,1.5,4.9,0.6,holidjr01
187,Justin Holiday,SG,33,ATL,13,252,6.4,0.506,0.7,0,0.4,6.3,3.3,7.5,0.7,1.3,9.1,14.4,-0.1,0.2,0.1,0.025,,-3.3,-0.8,-4,-0.1,holidju01
188,Richaun Holmes,PF,29,SAC,8,102,10.5,0.707,0,0.3,9.3,17.2,13.3,0,0.9,0.8,18.1,11.7,0.1,0.1,0.2,0.084,,-3.4,-1.4,-4.8,-0.1,holmeri01
189,Al Horford,C,36,BOS,11,346,14.7,0.67,0.573,0.09,4.3,18.8,11.6,9.9,0.7,1.9,8,12.8,0.7,0.3,1,0.138,,2.3,0.3,2.6,0.4,horfoal01
190,Talen Horton-Tucker,SG,22,UTA,15,249,14.7,0.489,0.409,0.2,3.9,14.5,9.2,21.6,2.5,1.6,9.8,22.1,0.2,0.3,0.5,0.095,,-0.8,1,0.3,0.1,hortota01
191,Danuel House Jr.,SF,29,PHI,12,202,7.9,0.571,0.6,0.4,2.3,9.1,5.7,6.8,1.5,1.4,12.7,10.5,0.1,0.2,0.3,0.067,,-3.2,-0.1,-3.3,-0.1,houseda01
192,Caleb Houstan,SF,20,ORL,10,172,5,0.505,0.71,0.194,3.5,9.3,6.6,3.8,0.6,0.5,10.6,9.5,0,0.1,0.1,0.032,,-3.3,-0.2,-3.6,-0.1,houstca01
193,Trevor Hudgins,PG,23,HOU,1,4,30.4,1.5,1,0,0,0,0,0,0,0,0,10.2,0,0,0,0.211,,15.5,0.6,16.2,0,hudgitr01
194,Kevin Huerter,SG,24,SAC,12,382,16.4,0.679,0.667,0.25,0.3,10.4,5.4,14.4,1.4,1.1,9.8,18.4,0.8,0.2,1,0.13,,3,-0.6,2.4,0.4,huertke01
195,De'Andre Hunter,SF,25,ATL,14,419,11.3,0.559,0.307,0.256,2.5,11.1,6.8,4.6,0.5,0.4,8.8,21.2,0.3,0.3,0.6,0.065,,-2.1,-1.6,-3.7,-0.2,huntede01
196,Bones Hyland,PG,22,DEN,9,187,15.6,0.551,0.505,0.252,0.6,8.3,4.5,25.1,1.5,1.4,13.6,30.3,0.1,0.1,0.2,0.06,,1.6,-2.1,-0.5,0.1,hylanbo01
197,Serge Ibaka,PF,33,MIL,11,130,12.3,0.618,0.353,0.324,8,20.2,14.1,3.4,0,3.8,15.3,14.6,0.1,0.2,0.3,0.125,,-3.2,0.4,-2.8,0,ibakase01
198,Brandon Ingram,SF,25,NOP,9,293,18.1,0.58,0.218,0.299,1.9,18.3,10,19,1.3,2.5,14.4,28,0.3,0.3,0.6,0.099,,1.2,0.1,1.3,0.2,ingrabr01
199,Kyrie Irving,PG,30,BRK,8,309,20.6,0.566,0.436,0.238,2.2,12.5,7.5,23.2,1.8,2.7,9.1,30.3,0.4,0.3,0.8,0.119,,3,-0.9,2.1,0.3,irvinky01
200,Jaden Ivey,SG,20,DET,14,442,14.8,0.541,0.341,0.335,4.2,12.7,8.3,21.6,2.1,1,14.7,23.1,0.2,0.2,0.4,0.04,,-0.2,-0.5,-0.7,0.1,iveyja01
201,Isaiah Jackson,PF,21,IND,12,221,18,0.648,0.015,0.508,9.9,22.1,16.1,9.3,1.3,6.2,15.9,17.5,0.4,0.3,0.7,0.142,,-1.2,1.2,0,0.1,jacksis01
202,Justin Jackson,SF,27,BOS,3,15,6.8,0.5,0.833,0,0,7.3,3.7,9.1,0,0,0,17.6,0,0,0,0.022,,-1.6,-2.8,-4.4,0,jacksju01
203,Reggie Jackson,PG,32,LAC,14,405,9.2,0.509,0.428,0.123,1.2,7,4.2,22,1.1,0.2,17.1,19.3,-0.2,0.4,0.2,0.02,,-3.7,-1.2,-4.9,-0.3,jacksre01
204,LeBron James,PF,38,LAL,10,357,20.2,0.518,0.324,0.219,5.2,20.9,12.9,34.6,1.5,1.7,12.4,32.3,0,0.4,0.4,0.057,,3.6,0.5,4.1,0.6,jamesle01
205,Ty Jerome,SG,25,GSW,8,120,14.3,0.698,0.533,0.333,1,6.3,3.7,16.6,0.4,0.7,5.5,12.8,0.4,0,0.4,0.162,,1.3,-0.8,0.5,0.1,jeromty01
206,Isaiah Joe,SG,23,OKC,11,67,18.6,0.694,0.76,0.28,0,19.4,9.3,12.5,2.1,1.3,12.5,19.8,0.2,0.1,0.2,0.176,,2.8,1,3.9,0.1,joeis01
207,Cameron Johnson,PF,26,PHO,8,202,17.5,0.592,0.614,0.133,2.8,12.9,7.7,10.2,2.2,1.4,2.2,19.3,0.5,0.3,0.7,0.169,,3.5,0.5,4,0.3,johnsca02
208,Jalen Johnson,SF,21,ATL,14,196,11,0.529,0.333,0.255,3.2,20.4,11.8,6.4,2.4,1.3,11,13.4,0,0.3,0.4,0.088,,-3.3,1.7,-1.6,0,johnsja05
209,James Johnson,PF,35,IND,3,44,7.2,0.458,0.417,0,0,17.3,8.7,12.1,1.1,4.1,0,11.1,0,0,0.1,0.062,,-4.8,1.2,-3.6,0,johnsja01
210,Keldon Johnson,SF,23,SAS,13,426,17.2,0.595,0.511,0.278,2,15.1,8.3,16.8,1.3,0.2,12.9,27.9,0.4,0.2,0.6,0.068,,2.5,-2.3,0.2,0.2,johnske04
211,Keon Johnson,SG,20,POR,6,106,5.5,0.441,0.511,0.133,3.3,12.5,8.1,14.6,2.3,1.8,21.4,25.1,-0.4,0.1,-0.2,-0.093,,-5.9,-0.5,-6.5,-0.1,johnske07
212,Nikola Joki?,C,27,DEN,13,404,29.2,0.681,0.165,0.376,5.6,28.3,17.1,43.3,2.2,1.8,17.1,25.3,1.8,0.6,2.4,0.285,,6.9,4,10.8,1.3,jokicni01
213,Damian Jones,C,27,LAL,9,75,13,0.531,0.048,0.476,12.4,21.4,16.8,5.7,0.6,4.6,16.4,17.1,0,0.1,0.1,0.068,,-4.1,-0.9,-5,-0.1,jonesda03
214,Derrick Jones Jr.,SF,25,CHI,12,173,16.9,0.588,0.244,0.689,8.3,12.6,10.4,5.6,1.4,5.1,3.3,15,0.4,0.2,0.7,0.183,,0.2,1,1.2,0.1,jonesde02
215,Herbert Jones,SF,24,NOP,9,269,11.4,0.55,0.254,0.465,4.9,8.5,6.7,8.7,1.8,1.7,9.5,14.8,0.3,0.3,0.6,0.101,,-2.6,0.6,-2,0,joneshe01
216,Kai Jones,C,22,CHO,7,28,21.4,0.628,0.429,0.571,0,3.9,1.9,10.3,1.7,19,0,13.2,0.1,0.1,0.1,0.194,,1.3,6.5,7.8,0.1,joneska01
217,Tre Jones,PG,23,SAS,13,396,14.2,0.52,0.225,0.261,2.4,11.9,7,30,2.1,0.6,14.5,18.8,0.4,0.2,0.6,0.078,,-1.5,-0.6,-2.1,0,jonestr01
218,Tyus Jones,PG,26,MEM,14,326,14.5,0.525,0.393,0.093,1.3,6.5,3.9,24.3,1.5,0.3,9.9,20.6,0.4,0.2,0.6,0.088,,0.5,-1.3,-0.8,0.1,jonesty01
219,DeAndre Jordan,C,34,DEN,11,148,16.8,0.78,0.032,0.548,11.5,29.3,20.5,7.2,0.3,4.2,28,15.4,0.2,0.2,0.4,0.116,,-1.4,-0.2,-1.5,0,jordade01
220,Cory Joseph,PG,31,DET,12,149,10.9,0.555,0.545,0.333,1.4,6.5,3.9,28.1,1,0.6,11.7,12,0.3,0,0.2,0.078,,-1.9,-1,-3,0,josepco01
221,Nikola Jovi?,PF,19,MIA,4,24,8.4,0.563,0.5,0,4.7,5,4.8,6.5,4.1,0,20,18.4,0,0,0,0.015,,-6.9,-0.1,-7,0,jovicni01
222,Frank Kaminsky,C,29,ATL,5,28,11.5,0.74,0.2,0.8,0,22.6,11.2,13.3,0,0,12.9,11.5,0.1,0,0.1,0.178,,-3.1,2.4,-0.6,0,kaminfr01
223,Trevor Keels,SG,19,NYK,1,1,-25.6,0,1,0,0,100,52,0,0,0,0,41.3,0,0,0,-0.798,,-36.3,-8.7,-44.9,0,keelstr01
224,Luke Kennard,SG,26,LAC,13,295,10.2,0.664,0.6,0.038,1.6,12.8,7.5,4,1.2,0,15.6,14.5,0.1,0.3,0.5,0.077,,-2.1,-0.2,-2.2,0,kennalu01
225,Walker Kessler,C,21,UTA,12,176,20.6,0.651,0,0.429,16.6,22.4,19.5,6.3,0.5,9.2,12.3,13.4,0.4,0.3,0.7,0.2,,0.4,1.8,2.1,0.2,kesslwa01
226,Braxton Key,SF,25,DET,2,7,24.6,1.064,0,2,0,15.4,7.5,0,0,0,0,11.2,0,0,0,0.312,,5,0.7,5.7,0,keybr01
227,Corey Kispert,SF,23,WAS,6,145,13.5,0.706,0.529,0.235,0,9.6,4.9,9.8,1.7,0,9.6,12.7,0.3,0.1,0.4,0.136,,-1,1.2,0.2,0.1,kispeco01
228,Maxi Kleber,C,31,DAL,12,311,7.3,0.515,0.627,0.235,4.4,13.4,9,4.9,1,2.3,12.4,9.4,0.1,0.3,0.4,0.056,,-2.5,0,-2.5,0,klebima01
229,Nathan Knight,PF,25,MIN,5,13,12,0.615,0.5,0.5,0,39.8,20.7,0,7.3,0,29.1,11.2,0,0,0,0.104,,-6.7,4.3,-2.4,0,knighna01
230,Kevin Knox,SF,23,DET,8,65,-3.4,0.292,0.667,0,3.2,9.9,6.5,2.2,0.7,1.3,14.3,18,-0.3,0,-0.3,-0.205,,-10.9,-3.9,-14.9,-0.2,knoxke01
231,Christian Koloko,C,22,TOR,15,256,8.6,0.487,0.059,0.471,9.1,13,10.9,4.1,0.8,7,15.2,12,0,0.2,0.3,0.049,,-6.1,-0.2,-6.3,-0.3,kolokch01
232,John Konchar,SG,26,MEM,13,336,11.5,0.565,0.623,0.026,6.1,16.8,11.5,5.3,1.9,1.1,7.2,10.4,0.4,0.4,0.8,0.11,,-0.6,0.9,0.3,0.2,konchjo01
233,Furkan Korkmaz,SG,25,PHI,5,28,15.4,0.658,0.375,0.75,4.1,12.3,8.3,16.1,0,0,15.8,20.4,0.1,0,0.1,0.138,,-1.4,-1.2,-2.6,0,korkmfu01
234,Luke Kornet,C,27,BOS,10,117,14.9,0.612,0.143,0.381,12.6,16,14.3,13.3,0.8,5.7,19.7,11.5,0.2,0.1,0.4,0.153,,-0.5,1.4,0.9,0.1,kornelu01
235,Vit Krejci,PG,22,ATL,6,14,18.9,0.8,0.8,0,0,15,7.5,10.2,0,0,0,14.8,0.1,0,0.1,0.239,,2.9,0.6,3.5,0,krejcvi01
236,Jonathan Kuminga,PF,20,GSW,11,155,6.7,0.532,0.319,0.319,4.5,9.8,7.2,6.8,0.9,1.7,19.5,18.1,-0.1,0.1,0,-0.014,,-5.7,-1.5,-7.3,-0.2,kuminjo01
237,Kyle Kuzma,PF,27,WAS,14,461,14.7,0.553,0.421,0.254,2.9,23,13.3,13.1,0.3,1.5,12.1,25.4,0.1,0.5,0.6,0.059,,-0.6,-1,-1.6,0,kuzmaky01
238,Anthony Lamb,SF,25,GSW,6,123,15.5,0.794,0.647,0,3.7,13.3,8.6,11.4,1.5,0,12.8,13.4,0.3,0.1,0.4,0.153,,2.1,0.9,3,0.2,lamban01
239,Jock Landale,C,27,PHO,13,194,18,0.561,0.32,0.32,13.3,20.8,17,8.4,1,4.8,9.5,21.2,0.4,0.3,0.7,0.161,,-1.3,-0.3,-1.6,0,landajo01
240,Romeo Langford,SG,23,SAS,7,114,6.5,0.458,0.226,0.129,9.4,4,6.8,3.5,1.2,1.4,13.2,13.7,-0.1,0,0,-0.019,,-4.7,-1.8,-6.5,-0.1,langfro01
241,Jake LaRavia,PF,21,MEM,11,206,9.5,0.61,0.66,0.106,4.7,16,10.4,4.9,1.4,1.3,15.5,11.7,0.2,0.2,0.4,0.088,,-2.7,0.5,-2.2,0,laravja01
242,Zach LaVine,SG,27,CHI,10,338,17.6,0.575,0.456,0.257,1.6,11.5,6.5,19.8,1.8,0.3,10.4,26.9,0.4,0.3,0.8,0.112,,1.7,-0.1,1.6,0.3,lavinza01
243,Damion Lee,SG,30,PHO,13,249,11.4,0.605,0.667,0.203,2.3,12.9,7.4,7.5,1.6,0,8.5,14.3,0.3,0.3,0.6,0.114,,0.1,0.1,0.2,0.1,leeda03
244,Alex Len,C,29,SAC,3,8,-2.8,0.266,0,2,0,29.2,14.7,0,0,0,0,10.2,0,0,0,-0.083,,-10.2,-3.2,-13.4,0,lenal01
245,Kawhi Leonard,SF,31,LAC,2,42,20.5,0.569,0.333,0.5,11.2,22.4,17.1,15.2,3.5,0,15.4,27.5,0,0.1,0.1,0.152,,1.1,3,4.1,0.1,leonaka01
246,Caris LeVert,SG,28,CLE,13,451,12,0.514,0.378,0.263,4.2,11.9,8,21.6,1.1,0.4,13.4,19.3,0.4,0.5,0.9,0.092,,-0.9,-0.1,-1,0.1,leverca01
247,Damian Lillard,PG,32,POR,8,283,24.5,0.656,0.553,0.539,3.7,12.1,8,30,0.9,0.7,16.3,32.4,1,0.3,1.2,0.205,,7.3,-0.7,6.5,0.6,lillada01
248,Nassir Little,PF,22,POR,13,199,14.9,0.649,0.459,0.197,2.4,15.5,9.2,9.5,1,0.9,9.6,16.2,0.3,0.2,0.5,0.133,,1.4,0.4,1.8,0.2,littlna01
249,Isaiah Livers,PF,24,DET,13,250,8.5,0.542,0.813,0.25,4.1,11.2,7.6,4.7,0.8,2.1,9,13,0.1,0,0.2,0.032,,-1.6,-1.2,-2.8,-0.1,liveris01
250,Kenneth Lofton Jr.,PF,20,MEM,3,14,11.1,0.436,0.111,0.333,7.7,7.6,7.6,11.9,0,0,0,30.6,0,0,0,0.003,,-2.5,-3.9,-6.4,0,loftoke01
251,Kevon Looney,C,26,GSW,14,336,14.7,0.62,0,0.219,11,20.7,16,17.4,0.7,1.8,9.1,9.7,0.9,0.3,1.2,0.174,,0,1.3,1.2,0.3,looneke01
252,Brook Lopez,C,34,MIL,13,409,16.8,0.593,0.513,0.165,6.8,13.6,10.2,5,0.9,6.4,11,19.3,0.5,0.8,1.3,0.149,,0.4,1.4,1.8,0.4,lopezbr01
253,Robin Lopez,C,34,CLE,8,75,15.3,0.727,0,0.333,11,9.3,10.1,6,0,2.5,16.2,14.2,0.2,0.1,0.2,0.155,,-0.9,-0.6,-1.5,0,lopezro01
254,Kevin Love,PF,34,CLE,13,276,20.6,0.617,0.717,0.301,5.5,35.5,20.6,18.4,0.4,1,10.5,22.4,0.8,0.4,1.2,0.207,,5.7,1,6.7,0.6,loveke01
255,Kyle Lowry,PG,36,MIA,14,494,13.4,0.577,0.63,0.355,2.1,13.8,7.7,23.5,1.6,1.2,16.3,17,0.6,0.5,1.1,0.104,,-0.1,0.5,0.5,0.3,lowryky01
256,Trey Lyles,PF,27,SAC,10,143,10.8,0.546,0.765,0.176,3.3,17.1,10.3,9.7,1.3,3,15.4,19.7,-0.1,0.1,0.1,0.017,,-1.3,-0.8,-2.1,0,lylestr01
257,Théo Maledon,PG,21,CHO,14,198,13.3,0.674,0.455,0.295,0.5,16.1,8.1,21.9,1.7,1.3,23.2,13.8,0.2,0.2,0.4,0.101,,-1.8,0.9,-0.9,0.1,maledth01
258,Sandro Mamukelashvili,C,23,MIL,5,25,4.3,0.35,0.5,0,8.3,20.2,14.3,5.7,0,0,9.1,18.3,-0.1,0,0,-0.038,,-5.6,-3.3,-8.9,0,mamuksa01
259,Terance Mann,SG,26,LAC,14,256,13.9,0.631,0.319,0.261,3.7,13.9,9.1,13,1.3,1.4,13.5,15.4,0.3,0.3,0.7,0.128,,-1.7,0.9,-0.8,0.1,mannte01
260,Tre Mann,PG,21,OKC,13,313,11.8,0.5,0.526,0.117,3.2,10.4,6.7,12.6,1.8,0.3,8.3,20.7,0,0.3,0.3,0.048,,-1.8,-1.2,-2.9,-0.1,manntr01
261,Boban Marjanovi?,C,34,HOU,6,19,11.9,0.565,0,1.25,5.5,29.5,17.1,7.4,2.5,0,24.4,17.6,0,0,0,0.014,,-3.2,-0.6,-3.8,0,marjabo01
262,Lauri Markkanen,SF,25,UTA,15,496,21.4,0.631,0.388,0.267,7,21.4,14.2,10.4,0.8,2.3,10.4,24.2,1.2,0.6,1.8,0.178,,3.6,-0.5,3.1,0.6,markkla01
263,Naji Marshall,SF,25,NOP,13,256,11.1,0.533,0.351,0.221,5.6,10.7,8.1,9.3,1.7,1.1,12.4,15.9,0.1,0.2,0.4,0.069,,-1.7,-0.7,-2.4,0,marshna01
264,Caleb Martin,PF,27,MIA,13,377,11.4,0.524,0.333,0.108,7.5,10.4,8.9,9.2,2.2,0.8,9.3,13.8,0.3,0.4,0.7,0.083,,-1.1,0.1,-1,0.1,martica02
265,Cody Martin,SF,27,CHO,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.004,,-5.1,-1.8,-6.9,0,martico01
266,Kenyon Martin Jr.,SF,22,HOU,14,352,14.4,0.605,0.43,0.263,5.4,16.6,10.8,9.7,0.8,2.1,11.8,16.7,0.5,0.1,0.6,0.085,,0.3,-1.3,-1,0.1,martike04
267,Tyrese Martin,SG,23,ATL,6,15,17.9,0.7,0.4,0,7,0,3.5,0,3.1,0,0,13.8,0,0,0.1,0.187,,2.3,1.2,3.5,0,martity01
268,Garrison Mathews,SG,26,HOU,13,154,6.8,0.549,0.976,0.19,0.7,7.3,3.9,4.5,1.2,0.6,9.9,13.4,0.1,0,0.1,0.028,,-3.3,-1.5,-4.7,-0.1,mathega01
269,Bennedict Mathurin,SG,20,IND,12,338,17.2,0.625,0.469,0.444,4.9,10.3,7.6,12.3,0.7,0.3,13.2,26.6,0.7,0.1,0.7,0.104,,2.9,-2.4,0.4,0.2,mathube01
270,Wesley Matthews,SG,36,MIL,13,212,6.5,0.434,0.771,0.125,6.3,8.1,7.2,5,2,1.6,10.6,11.1,-0.1,0.4,0.3,0.067,,-4.5,1.6,-2.9,0,matthwe02
271,Tyrese Maxey,SG,22,PHI,14,525,16.2,0.555,0.375,0.23,1.3,9.2,5.3,19.9,1.4,0.5,9.2,27.2,0.4,0.5,0.9,0.08,,0.7,-1.5,-0.7,0.2,maxeyty01
272,Miles McBride,PG,22,NYK,4,10,-6.8,0,1,1,0,0,0,23.1,0,0,0,11.9,0,0,0,-0.231,,-10.9,-3.4,-14.4,0,mcbrimi01
273,CJ McCollum,SG,31,NOP,13,467,14,0.463,0.361,0.118,3.1,14.2,8.6,25.5,1.9,1.6,10.1,25.2,0,0.5,0.5,0.051,,-0.4,-0.4,-0.9,0.1,mccolcj01
274,T.J. McConnell,PG,30,IND,11,175,8.3,0.387,0.038,0.057,3.8,11.8,7.8,27.4,3.5,1.6,24.9,16.9,-0.3,0.2,-0.1,-0.033,,-5.1,1.4,-3.6,-0.1,mccontj01
275,Jaden McDaniels,PF,22,MIN,14,414,12.7,0.645,0.33,0.266,5.4,6.7,6.1,5.3,1.9,3.9,14.7,14.5,0.4,0.4,0.8,0.092,,-2,0.3,-1.7,0,mcdanja02
276,Jalen McDaniels,SF,25,CHO,15,395,12.9,0.551,0.4,0.168,4.5,16.2,10.2,12.3,2.1,2.2,13,16.5,0.2,0.5,0.7,0.083,,-1.3,0.9,-0.3,0.2,mcdanja01
277,Doug McDermott,SF,31,SAS,14,296,9.7,0.575,0.602,0.124,1.5,9.7,5.4,8.7,0.2,0.8,11.2,18.7,0.1,0,0.1,0.013,,-1.1,-3,-4.2,-0.2,mcderdo01
278,JaVale McGee,C,35,DAL,10,94,14.2,0.532,0,0.531,14.4,24.1,19.3,3.4,1.6,4.8,21.8,24.4,-0.1,0.2,0,0.023,,-4.9,-1.2,-6.1,-0.1,mcgeeja01
279,Bryce McGowens,SG,20,CHO,5,30,20.2,0.714,0.333,0.556,0,7.3,3.6,5,3.2,2.9,8.2,17.1,0.1,0,0.1,0.2,,1.3,2.6,3.8,0,mcgowbr01
280,Rodney McGruder,SG,31,DET,5,21,4.4,0.317,0.571,0.286,9.8,10.3,10,6.5,0,0,0,15.7,0,0,0,-0.058,,-3.7,-4.7,-8.4,0,mcgruro01
281,Jordan McLaughlin,PG,26,MIN,12,187,11.3,0.446,0.475,0.15,2.4,11.1,6.9,31,1.5,0.5,15.8,11.4,0.2,0.1,0.3,0.072,,-1.6,-0.3,-1.9,0,mclaujo01
282,De'Anthony Melton,PG,24,PHI,12,293,15.1,0.525,0.495,0.072,5.5,14.6,10.1,16.5,3.2,1.9,9.9,17.1,0.2,0.5,0.7,0.109,,-0.2,2.3,2.1,0.3,meltode01
283,Chimezie Metu,C,25,SAC,8,93,14.1,0.548,0.313,0.188,2.6,22.6,12.7,12.4,1.5,0.9,5.5,17.1,0.1,0.1,0.2,0.093,,-1.7,-0.4,-2.1,0,metuch01
284,Patty Mills,PG,34,BRK,14,180,12.5,0.59,0.783,0.167,2.5,4.3,3.4,9.6,0.8,0.5,4.5,16.8,0.3,0.1,0.4,0.096,,1.2,-2.2,-1,0,millspa02
285,Shake Milton,SG,26,PHI,10,124,6.3,0.492,0.189,0.162,4.7,13.9,9.3,16.9,0,1.5,23.2,18.8,-0.2,0.1,-0.1,-0.037,,-6,-1.8,-7.8,-0.2,miltosh01
286,Davion Mitchell,PG,24,SAC,12,226,7.4,0.552,0.514,0.042,0.5,7.7,4.2,12.9,1.3,0,17.9,17.1,-0.2,0.1,-0.1,-0.014,,-4.1,-1.8,-5.9,-0.2,mitchda01
287,Donovan Mitchell,SG,26,CLE,11,430,25.7,0.649,0.442,0.267,3,11.1,7.1,28,1.7,1.5,12.1,30.8,1.5,0.6,2.1,0.236,,7.7,1.4,9.1,1.2,mitchdo01
288,Evan Mobley,PF,21,CLE,13,441,15.6,0.592,0.078,0.34,8.3,17.7,13,9.5,1.3,3.8,16.1,19,0.4,0.7,1.1,0.123,,-1.2,1.3,0.1,0.2,mobleev01
289,Isaiah Mobley,PF,23,CLE,1,4,30.4,1.5,1,0,0,29.2,14.6,0,0,0,0,10.8,0,0,0,0.282,,12.2,4.4,16.6,0,mobleis01
290,Chima Moneke,SF,27,SAC,1,6,-0.1,0,0,2,39.6,0,19.6,19.3,0,0,0,13.6,0,0,0,-0.088,,-8.2,-7.1,-15.3,0,monekch01
291,Malik Monk,SG,24,SAC,12,262,15.7,0.571,0.589,0.25,2.3,9.8,6.1,28.3,0.9,1.3,13.9,23.9,0.4,0.1,0.5,0.09,,1.9,-1.8,0.2,0.1,monkma01
292,Moses Moody,SG,20,GSW,12,212,8.6,0.564,0.619,0.254,2.7,10.8,6.9,5.6,1.3,2.1,17.6,16.9,-0.1,0.2,0,0.01,,-2.6,-1.2,-3.8,-0.1,moodymo01
293,Wendell Moore Jr.,SG,21,MIN,1,2,-43.5,0,1,0,0,0,0,0,0,0,50,42.2,0,0,0,-1.182,,-29,-14.7,-43.7,0,moorewe01
